proposal_key,flagship_id,proposal_id,call_id,call_name,flagship_title,proposal_title,dashboard_project_node,source_file,n_applicants,n_institutions,institutions,erasmus_mc_count,tu_delft_count,eur_count,external_or_other_count
open-mind::openmind_011,openmind_011,openmind_011,open-mind,Open Mind Call,Value-Sensitive Conversational Agentsto Support MentalWellbeing in Children: anExperience Sampling Approach,Value-Sensitive Conversational Agentsto Support MentalWellbeing in Children: anExperience Sampling Approach,False,Convergence Open Mind Summary.xlsx,5,3,Erasmus MC; Erasmus University Rotterdam; TU Delft,1,2,2,0
impuls::impuls_cht14,impuls_cht14,impuls_cht14,impuls,Impuls Call,Deducing the cellular complexity of health and disease from liquid biopsies using advanced computational modelling,Deducing the cellular complexity of health and disease from liquid biopsies using advanced computational modelling,False,afronding Impuls overview_dec22 BM.xlsx; Overzicht output Impuls programma.pptx,5,2,Erasmus MC; TU Delft,3,2,0,0
open-mind::openmind_015,openmind_015,openmind_015,open-mind,Open Mind Call,Edge enhancement optimization of ENT-endoscopes,Edge enhancement optimization of ENT-endoscopes,False,Convergence Open Mind Summary.xlsx,5,2,Erasmus MC; TU Delft,4,1,0,0
open-mind::openmind_112,openmind_112,openmind_112,open-mind,Open Mind Call,A novel e-health tool to facilitate implementation of the national multidisciplinary guideline for neonatal jaundice,A novel e-health tool to facilitate implementation of the national multidisciplinary guideline for neonatal jaundice,False,Convergence Open Mind Summary.xlsx,5,3,Erasmus MC; TU Delft; Unknown,1,1,0,3
impuls::impuls_cht09,impuls_cht09,impuls_cht09,impuls,Impuls Call,"My Digital Twin: Patient-data Tracking, Collection and Modelling","My Digital Twin: Patient-data Tracking, Collection and Modelling",False,afronding Impuls overview_dec22 BM.xlsx; Overzicht output Impuls programma.pptx,5,2,Erasmus MC; TU Delft,3,2,0,0
open-mind::openmind_107,openmind_107,openmind_107,open-mind,Open Mind Call,Studying of genotype-phenotype relation in iPSC lines population in a dish,Studying of genotype-phenotype relation in iPSC lines population in a dish,False,Convergence Open Mind Summary.xlsx,5,2,Erasmus MC; TU Delft,2,3,0,0
open-mind::openmind_102,openmind_102,openmind_102,open-mind,Open Mind Call,NICU Soundscape Dashboard: A case of auditory footprint and psychological impact of audible alarms in the NICU,NICU Soundscape Dashboard: A case of auditory footprint and psychological impact of audible alarms in the NICU,False,Convergence Open Mind Summary.xlsx,5,3,Erasmus MC; TU Delft; Unknown,2,2,0,1
impuls::impuls_cht13,impuls_cht13,impuls_cht13,impuls,Impuls Call,Generating tissues by designing the cellular microenvironment,Generating tissues by designing the cellular microenvironment,False,afronding Impuls overview_dec22 BM.xlsx,5,2,Erasmus MC; TU Delft,3,2,0,0
impuls::impuls_cht05,impuls_cht05,impuls_cht05,impuls,Impuls Call,Quantitative Susceptibility MRI: Deep insights in cardio- and neuro-vasculature,Quantitative Susceptibility MRI: Deep insights in cardio- and neuro-vasculature,False,afronding Impuls overview_dec22 BM.xlsx; Overzicht output Impuls programma.pptx,4,2,Erasmus MC; TU Delft,3,1,0,0
impuls::impuls_cht07,impuls_cht07,impuls_cht07,impuls,Impuls Call,Deep Imaging-Genetics for Osteoarthritis,Deep Imaging-Genetics for Osteoarthritis,False,afronding Impuls overview_dec22 BM.xlsx; Overzicht output Impuls programma.pptx,4,2,Erasmus MC; TU Delft,2,2,0,0
impuls::impuls_cht16,impuls_cht16,impuls_cht16,impuls,Impuls Call,Sub-cellular biopsy- A key technology to gather fundamental knowledge for effective cancer therapies,Sub-cellular biopsy- A key technology to gather fundamental knowledge for effective cancer therapies,False,afronding Impuls overview_dec22 BM.xlsx; Overzicht output Impuls programma.pptx,4,2,Erasmus MC; TU Delft,2,2,0,0
open-mind::openmind_096,openmind_096,openmind_096,open-mind,Open Mind Call,The “Data in health sciences” master class,The “Data in health sciences” master class,False,Convergence Open Mind Summary.xlsx; Open Mind Call education projects.xlsx,4,3,Erasmus MC; Erasmus University Rotterdam; TU Delft,1,1,2,0
impuls::impuls_cht01,impuls_cht01,impuls_cht01,impuls,Impuls Call,Optically guided endovascular thrombectomy in patients with large-vessel ischemic stroke,Optically guided endovascular thrombectomy in patients with large-vessel ischemic stroke,False,afronding Impuls overview_dec22 BM.xlsx; Overzicht output Impuls programma.pptx,4,2,Erasmus MC; TU Delft,2,2,0,0
impuls::impuls_cht02,impuls_cht02,impuls_cht02,impuls,Impuls Call,Clinicians Controlling Rehabilitation Technology,Clinicians Controlling Rehabilitation Technology,False,afronding Impuls overview_dec22 BM.xlsx; Overzicht output Impuls programma.pptx,4,2,Erasmus MC; TU Delft,2,2,0,0
open-mind::openmind_095,openmind_095,openmind_095,open-mind,Open Mind Call,Densors: Ultra-Small Dental Sensors for Quality of Life Monitoring and Perpetual Early Stage Disease Detection,Densors: Ultra-Small Dental Sensors for Quality of Life Monitoring and Perpetual Early Stage Disease Detection,False,Convergence Open Mind Summary.xlsx,4,2,Erasmus MC; TU Delft,2,2,0,0
open-mind::openmind_092,openmind_092,openmind_092,open-mind,Open Mind Call,Shedding light on the molecular drivers of metastasis,Shedding light on the molecular drivers of metastasis,False,Convergence Open Mind Summary.xlsx,4,2,Erasmus MC; TU Delft,3,1,0,0
open-mind::openmind_116,openmind_116,openmind_116,open-mind,Open Mind Call,Real-time State Estimation for Automated Knee Physiotherapy,Real-time State Estimation for Automated Knee Physiotherapy,False,Convergence Open Mind Summary.xlsx,4,3,Erasmus MC; TU Delft; Unknown,1,1,0,2
open-mind::openmind_090,openmind_090,openmind_090,open-mind,Open Mind Call,STAMINA - Smart Technology for Active MINors with a cardiac Anomaly,STAMINA - Smart Technology for Active MINors with a cardiac Anomaly,False,Convergence Open Mind Summary.xlsx,4,2,Erasmus MC; TU Delft,2,2,0,0
open-mind::openmind_099,openmind_099,openmind_099,open-mind,Open Mind Call,Neurodegeneration beyond DTI,Neurodegeneration beyond DTI,False,Convergence Open Mind Summary.xlsx,4,2,Erasmus MC; TU Delft,3,1,0,0
open-mind::openmind_075,openmind_075,openmind_075,open-mind,Open Mind Call,Predictive models to personalize immunosuppressive drug therapy,Predictive models to personalize immunosuppressive drug therapy,False,Convergence Open Mind Summary.xlsx,4,2,Erasmus MC; Erasmus University Rotterdam,2,0,2,0
open-mind::openmind_077,openmind_077,openmind_077,open-mind,Open Mind Call,Development of a short stent for the treatment of left main coronary artery disease,Development of a short stent for the treatment of left main coronary artery disease,False,Convergence Open Mind Summary.xlsx,4,2,Erasmus MC; TU Delft,2,2,0,0
open-mind::openmind_115,openmind_115,openmind_115,open-mind,Open Mind Call,Problem-based Project Learning to Converge Health & Technology for medical students,Problem-based Project Learning to Converge Health & Technology for medical students,False,Convergence Open Mind Summary.xlsx; Open Mind Call education projects.xlsx,4,3,Erasmus MC; Erasmus University Rotterdam; TU Delft,2,1,1,0
impuls::impuls_cht08,impuls_cht08,impuls_cht08,impuls,Impuls Call,Deep Imaging of Electro-Mechanics properties of organs,Deep Imaging of Electro-Mechanics properties of organs,False,afronding Impuls overview_dec22 BM.xlsx,4,2,Erasmus MC; TU Delft,2,2,0,0
open-mind::openmind_086,openmind_086,openmind_086,open-mind,Open Mind Call,Quantifying trunk motor control in preschool children,Quantifying trunk motor control in preschool children,False,Convergence Open Mind Summary.xlsx; afronding Impuls overview_dec22 BM.xlsx,4,2,Erasmus MC; TU Delft,3,1,0,0
open-mind::openmind_097,openmind_097,openmind_097,open-mind,Open Mind Call,Multiscale imaging of the origins of thromboembolisation: Development of a platform to probe blood clot fracture,Multiscale imaging of the origins of thromboembolisation: Development of a platform to probe blood clot fracture,False,Convergence Open Mind Summary.xlsx; afronding Impuls overview_dec22 BM.xlsx,4,3,Erasmus MC; TU Delft; Unknown,1,1,0,2
impuls::impuls_cht15,impuls_cht15,impuls_cht15,impuls,Impuls Call,Single-cell discovery of molecular mechanisms and biomarkers for targeted proton therapy,Single-cell discovery of molecular mechanisms and biomarkers for targeted proton therapy,False,afronding Impuls overview_dec22 BM.xlsx; Overzicht output Impuls programma.pptx,4,2,Erasmus MC; TU Delft,2,2,0,0
open-mind::openmind_034,openmind_034,openmind_034,open-mind,Open Mind Call,Virtual dementia patients: computer-based models for personalization of socially assistive robots,Virtual dementia patients: computer-based models for personalization of socially assistive robots,False,Convergence Open Mind Summary.xlsx,4,3,Erasmus MC; Erasmus University Rotterdam; TU Delft,1,2,1,0
open-mind::openmind_023,openmind_023,openmind_023,open-mind,Open Mind Call,Eliciting preferences under moral uncertainties without bias: Exploring the potential of deep neural networks for moral choice analysis in healthcare,Eliciting preferences under moral uncertainties without bias: Exploring the potential of deep neural networks for moral choice analysis in healthcare,False,Convergence Open Mind Summary.xlsx,4,3,Erasmus MC; Erasmus University Rotterdam; TU Delft,1,1,2,0
open-mind::openmind_002,openmind_002,openmind_002,open-mind,Open Mind Call,Uncovering determinants of vaccination uptake among different social groups,Uncovering determinants of vaccination uptake among different social groups,False,Convergence Open Mind Summary.xlsx,4,3,Erasmus MC; Erasmus University Rotterdam; Unknown,1,0,1,2
impuls::impuls_cht12,impuls_cht12,impuls_cht12,impuls,Impuls Call,Creating and implementing the value-based My Digital Twin from the earliest moment in life and throughout the life course,Creating and implementing the value-based My Digital Twin from the earliest moment in life and throughout the life course,False,afronding Impuls overview_dec22 BM.xlsx; Overzicht output Impuls programma.pptx; Convergence Open Mind Summary.xlsx,4,2,Erasmus MC; TU Delft,2,2,0,0
open-mind::openmind_038,openmind_038,openmind_038,open-mind,Open Mind Call,MR you seeing what I’m seeing?: Generating quantitative MR,MR you seeing what I’m seeing?: Generating quantitative MR,False,Convergence Open Mind Summary.xlsx,4,2,Erasmus MC; TU Delft,3,1,0,0
impuls::impuls_cht11,impuls_cht11,impuls_cht11,impuls,Impuls Call,Digital Twin: Data Analytics & Decision Making,Digital Twin: Data Analytics & Decision Making,False,afronding Impuls overview_dec22 BM.xlsx; Overzicht output Impuls programma.pptx,4,2,Erasmus MC; TU Delft,2,2,0,0
open-mind::openmind_014,openmind_014,openmind_014,open-mind,Open Mind Call,My Self-Portrait-child patients in charge of their own medical record,My Self-Portrait-child patients in charge of their own medical record,False,Convergence Open Mind Summary.xlsx,4,4,Erasmus MC; Erasmus University Rotterdam; Other; TU Delft,1,1,1,1
open-mind::openmind_030,openmind_030,openmind_030,open-mind,Open Mind Call,e-FUNseq: Electrophysiology-based functional single cell sequencing,e-FUNseq: Electrophysiology-based functional single cell sequencing,False,Convergence Open Mind Summary.xlsx,4,3,Erasmus MC; Other; TU Delft,1,2,0,1
open-mind::openmind_117,openmind_117,openmind_117,open-mind,Open Mind Call,An Open High-Performance Computing Environment for Convergence,An Open High-Performance Computing Environment for Convergence,False,Convergence Open Mind Summary.xlsx,3,2,Erasmus MC; TU Delft,1,2,0,0
open-mind::openmind_091,openmind_091,openmind_091,open-mind,Open Mind Call,Tendon-on-a-chip: a realistic in vitro model to unravel mechanobiology of tendinopathies,Tendon-on-a-chip: a realistic in vitro model to unravel mechanobiology of tendinopathies,False,Convergence Open Mind Summary.xlsx; afronding Impuls overview_dec22 BM.xlsx,3,2,Erasmus MC; TU Delft,1,2,0,0
open-mind::openmind_017,openmind_017,openmind_017,open-mind,Open Mind Call,Contactless Monitoring of Neonates in the Intensive Care Unit,Contactless Monitoring of Neonates in the Intensive Care Unit,False,Convergence Open Mind Summary.xlsx,3,3,Erasmus University Rotterdam; Other; TU Delft,0,1,1,1
open-mind::openmind_088,openmind_088,openmind_088,open-mind,Open Mind Call,Ethical drug development: novel methodology for sustainable shareholding,Ethical drug development: novel methodology for sustainable shareholding,False,Convergence Open Mind Summary.xlsx,3,2,Erasmus MC; Erasmus University Rotterdam,2,0,1,0
open-mind::openmind_041,openmind_041,openmind_041,open-mind,Open Mind Call,A healthcare professional journey map: facilitating healthcare professionals on their journey to Value Based Health Care (VBHC) in the consultation room.,A healthcare professional journey map: facilitating healthcare professionals on their journey to Value Based Health Care (VBHC) in the consultation room.,False,Convergence Open Mind Summary.xlsx,3,3,Erasmus MC; Erasmus University Rotterdam; TU Delft,1,1,1,0
open-mind::openmind_024,openmind_024,openmind_024,open-mind,Open Mind Call,Following the stiff route: Are macrophages biomechanically guiding the way for cancer cells?,Following the stiff route: Are macrophages biomechanically guiding the way for cancer cells?,False,Convergence Open Mind Summary.xlsx,3,2,Erasmus MC; TU Delft,1,2,0,0
open-mind::openmind_013,openmind_013,openmind_013,open-mind,Open Mind Call,Convergence for Individualizing TReatment Using Statistical approaches (CITRUS),Convergence for Individualizing TReatment Using Statistical approaches (CITRUS),False,Convergence Open Mind Summary.xlsx,3,2,Erasmus MC; Erasmus University Rotterdam,1,0,2,0
open-mind::openmind_033,openmind_033,openmind_033,open-mind,Open Mind Call,Evoked Related Potentials to predict neurocognitive and linguistic outcomes in children with brain diseases,Evoked Related Potentials to predict neurocognitive and linguistic outcomes in children with brain diseases,False,Convergence Open Mind Summary.xlsx,3,2,Other; Unknown,0,0,0,3
open-mind::openmind_059,openmind_059,openmind_059,open-mind,Open Mind Call,Towards effective implementation of value-driven OR triage: a pilot evaluation.,Towards effective implementation of value-driven OR triage: a pilot evaluation.,False,Convergence Open Mind Summary.xlsx,3,3,Erasmus MC; Erasmus University Rotterdam; TU Delft,1,1,1,0
open-mind::openmind_044,openmind_044,openmind_044,open-mind,Open Mind Call,Photoacoustic balloon Catheter for Intracardiac radiofrequency (RF) ablation monitoring,Photoacoustic balloon Catheter for Intracardiac radiofrequency (RF) ablation monitoring,False,Convergence Open Mind Summary.xlsx,3,2,Erasmus MC; TU Delft,1,2,0,0
impuls::impuls_cht03,impuls_cht03,impuls_cht03,impuls,Impuls Call,Precision Biomechanics Diagnostics of Cartilage Load in Knee Osteoarthritis,Precision Biomechanics Diagnostics of Cartilage Load in Knee Osteoarthritis,False,afronding Impuls overview_dec22 BM.xlsx,3,2,Erasmus MC; TU Delft,2,1,0,0
open-mind::openmind_074,openmind_074,openmind_074,open-mind,Open Mind Call,Learning to balance the unbalanced,Learning to balance the unbalanced,False,Convergence Open Mind Summary.xlsx,3,3,Erasmus MC; Erasmus University Rotterdam; TU Delft,1,1,1,0
impuls::impuls_cht04,impuls_cht04,impuls_cht04,impuls,Impuls Call,Combining Smart Knife with Augmented Reality,Combining Smart Knife with Augmented Reality,False,afronding Impuls overview_dec22 BM.xlsx; Overzicht output Impuls programma.pptx,3,2,Erasmus MC; TU Delft,2,1,0,0
open-mind::openmind_028,openmind_028,openmind_028,open-mind,Open Mind Call,"Unleashing clinical data for value-driven, personalized radiotherapy: Convergence is all we need!","Unleashing clinical data for value-driven, personalized radiotherapy: Convergence is all we need!",False,Convergence Open Mind Summary.xlsx,3,3,Erasmus MC; Erasmus University Rotterdam; TU Delft,1,1,1,0
open-mind::openmind_071,openmind_071,openmind_071,open-mind,Open Mind Call,Student prescribing assessment system,Student prescribing assessment system,False,Convergence Open Mind Summary.xlsx; Open Mind Call education projects.xlsx,3,1,Erasmus MC,3,0,0,0
open-mind::openmind_052,openmind_052,openmind_052,open-mind,Open Mind Call,Virtual Reality for Pain Reduction in Wound Care,Virtual Reality for Pain Reduction in Wound Care,False,Convergence Open Mind Summary.xlsx,3,2,Erasmus MC; Erasmus University Rotterdam,1,0,2,0
open-mind::openmind_026,openmind_026,openmind_026,open-mind,Open Mind Call,Development of fluorescently-labelled antibodies for intra-operative identification of malignant peripheral nerve sheath tumours,Development of fluorescently-labelled antibodies for intra-operative identification of malignant peripheral nerve sheath tumours,False,Convergence Open Mind Summary.xlsx,3,2,Erasmus MC; TU Delft,2,1,0,0
open-mind::openmind_125,openmind_125,openmind_125,open-mind,Open Mind Call,PUSH - project: Pulse Ultrasound Shear wave imaging for Heart failure detection,PUSH - project: Pulse Ultrasound Shear wave imaging for Heart failure detection,False,Convergence Open Mind Summary.xlsx,3,2,Erasmus MC; TU Delft,2,1,0,0
open-mind::openmind_066,openmind_066,openmind_066,open-mind,Open Mind Call,Metalloproteomic study of the effect of Fe supplementation on human gut bacteria,Metalloproteomic study of the effect of Fe supplementation on human gut bacteria,False,Convergence Open Mind Summary.xlsx,3,2,Erasmus MC; TU Delft,1,2,0,0
open-mind::openmind_057,openmind_057,openmind_057,open-mind,Open Mind Call,An online course for fast-track training students in MRI theory and methods,An online course for fast-track training students in MRI theory and methods,False,Convergence Open Mind Summary.xlsx; Open Mind Call education projects.xlsx,3,2,Erasmus MC; TU Delft,2,1,0,0
open-mind::openmind_008,openmind_008,openmind_008,open-mind,Open Mind Call,Scanning ConfocalNuclearMicroscope for improvedRadiopharmaceuticalImaging,Scanning ConfocalNuclearMicroscope for improvedRadiopharmaceuticalImaging,False,Convergence Open Mind Summary.xlsx,3,2,Erasmus MC; TU Delft,1,2,0,0
open-mind::openmind_022,openmind_022,openmind_022,open-mind,Open Mind Call,Visualizing tissue elasticity using Thermo-elastic Optical Coherence Microscopy,Visualizing tissue elasticity using Thermo-elastic Optical Coherence Microscopy,False,Convergence Open Mind Summary.xlsx,2,2,Erasmus MC; TU Delft,1,1,0,0
open-mind::openmind_018,openmind_018,openmind_018,open-mind,Open Mind Call,Learning from the students: Convergence in practice,Learning from the students: Convergence in practice,False,Convergence Open Mind Summary.xlsx; Open Mind Call education projects.xlsx,2,2,Erasmus MC; TU Delft,1,1,0,0
open-mind::openmind_114,openmind_114,openmind_114,open-mind,Open Mind Call,Not Created Equal: Visualizing Gender Differences in Population-based Screening Trial on Cardiovascular Disease (ROBINSCA),Not Created Equal: Visualizing Gender Differences in Population-based Screening Trial on Cardiovascular Disease (ROBINSCA),False,Convergence Open Mind Summary.xlsx,2,2,Erasmus MC; TU Delft,1,1,0,0
open-mind::openmind_016,openmind_016,openmind_016,open-mind,Open Mind Call,Profiling Blood Lipids to Predict Type 2 Diabetes Mellitus-A Machine Learning and Mendelian Randomization Approach,Profiling Blood Lipids to Predict Type 2 Diabetes Mellitus-A Machine Learning and Mendelian Randomization Approach,False,Convergence Open Mind Summary.xlsx,2,2,Erasmus MC; TU Delft,1,1,0,0
open-mind::openmind_009,openmind_009,openmind_009,open-mind,Open Mind Call,Keeping detailed track of PD patients’ visuomotor performance,Keeping detailed track of PD patients’ visuomotor performance,False,Convergence Open Mind Summary.xlsx,2,2,Erasmus MC; TU Delft,1,1,0,0
open-mind::openmind_007,openmind_007,openmind_007,open-mind,Open Mind Call,Tailored financial incentives for health behaviour: who knows what’s best for you?,Tailored financial incentives for health behaviour: who knows what’s best for you?,False,Convergence Open Mind Summary.xlsx,2,2,Erasmus MC; Erasmus University Rotterdam,1,0,1,0
open-mind::openmind_004,openmind_004,openmind_004,open-mind,Open Mind Call,A wearable biosensor for personalized COVID-19therapy with on-demand cytokine monitoring,A wearable biosensor for personalized COVID-19therapy with on-demand cytokine monitoring,False,Convergence Open Mind Summary.xlsx,2,2,Erasmus MC; TU Delft,1,1,0,0
open-mind::openmind_121,openmind_121,openmind_121,open-mind,Open Mind Call,Artificial Intelligence in digital pathology and image analysis of immunohistochemistry to,Artificial Intelligence in digital pathology and image analysis of immunohistochemistry to,False,Convergence Open Mind Summary.xlsx,2,1,Erasmus MC,2,0,0,0
open-mind::openmind_122,openmind_122,openmind_122,open-mind,Open Mind Call,"Visualization of complex liver hilum anatomy by 3D-printing, to improve intraoperative dissection and patient safety","Visualization of complex liver hilum anatomy by 3D-printing, to improve intraoperative dissection and patient safety",False,Convergence Open Mind Summary.xlsx,2,2,Erasmus MC; TU Delft,1,1,0,0
open-mind::openmind_003,openmind_003,openmind_003,open-mind,Open Mind Call,Under a Watchful Eye: Radar Sensing for Surveillance of Acutely Suicidal Patients,Under a Watchful Eye: Radar Sensing for Surveillance of Acutely Suicidal Patients,False,Convergence Open Mind Summary.xlsx,2,2,Erasmus MC; TU Delft,1,1,0,0
open-mind::openmind_001,openmind_001,openmind_001,open-mind,Open Mind Call,Computational Fluid Dynamics to understand and quantify chronic nasal obstruction in patients that are eligible for functional nasal surgery,Computational Fluid Dynamics to understand and quantify chronic nasal obstruction in patients that are eligible for functional nasal surgery,False,Convergence Open Mind Summary.xlsx,2,2,Erasmus MC; TU Delft,1,1,0,0
open-mind::openmind_105,openmind_105,openmind_105,open-mind,Open Mind Call,Creating new vessels from old vessel; a multidisciplinary recellularization approach,Creating new vessels from old vessel; a multidisciplinary recellularization approach,False,Convergence Open Mind Summary.xlsx,2,1,Erasmus MC,2,0,0,0
open-mind::openmind_094,openmind_094,openmind_094,open-mind,Open Mind Call,"Cloud walker, low effort walking for people with spinal cord injury","Cloud walker, low effort walking for people with spinal cord injury",False,Convergence Open Mind Summary.xlsx,2,2,Erasmus MC; TU Delft,1,1,0,0
open-mind::openmind_103,openmind_103,openmind_103,open-mind,Open Mind Call,Public preferences for the organization and financing of elderly care: insights from a Participatory Value Evaluation choice experiment.,Public preferences for the organization and financing of elderly care: insights from a Participatory Value Evaluation choice experiment.,False,Convergence Open Mind Summary.xlsx,2,2,Erasmus University Rotterdam; TU Delft,0,1,1,0
open-mind::openmind_025,openmind_025,openmind_025,open-mind,Open Mind Call,Remote Controlled Patterning of Neuronal Networks through Adaptive Optogenetic Control of the Cellular Navigation Machinery,Remote Controlled Patterning of Neuronal Networks through Adaptive Optogenetic Control of the Cellular Navigation Machinery,False,Convergence Open Mind Summary.xlsx,2,2,Erasmus MC; TU Delft,1,1,0,0
open-mind::openmind_058,openmind_058,openmind_058,open-mind,Open Mind Call,3D-Modelling of Cellular Aging in Diseases (MAD),3D-Modelling of Cellular Aging in Diseases (MAD),False,Convergence Open Mind Summary.xlsx,2,2,Erasmus MC; TU Delft,1,1,0,0
open-mind::openmind_054,openmind_054,openmind_054,open-mind,Open Mind Call,The ATLAS phantom: developing an MRI-compatible ultrasound flow phantom simulating patient-specific cerebral vasculature,The ATLAS phantom: developing an MRI-compatible ultrasound flow phantom simulating patient-specific cerebral vasculature,False,Convergence Open Mind Summary.xlsx,2,2,Erasmus MC; TU Delft,1,1,0,0
open-mind::openmind_068,openmind_068,openmind_068,open-mind,Open Mind Call,Sensor stockings - SMILE - a Smart Modern Innovative Life changing Experience,Sensor stockings - SMILE - a Smart Modern Innovative Life changing Experience,False,Convergence Open Mind Summary.xlsx,2,2,Erasmus MC; TU Delft,1,1,0,0
open-mind::openmind_053,openmind_053,openmind_053,open-mind,Open Mind Call,Deep learning in enabling real-time proton radiotherapy,Deep learning in enabling real-time proton radiotherapy,False,Convergence Open Mind Summary.xlsx,2,2,Erasmus MC; TU Delft,1,1,0,0
open-mind::openmind_051,openmind_051,openmind_051,open-mind,Open Mind Call,From uninformed to informed consents,From uninformed to informed consents,False,Convergence Open Mind Summary.xlsx; Open Mind Call education projects.xlsx,2,1,Erasmus MC,2,0,0,0
open-mind::openmind_073,openmind_073,openmind_073,open-mind,Open Mind Call,Shaping the perfect hip during growth: Inverse bone tissue growth and adaptation model to correct bone deformities in children,Shaping the perfect hip during growth: Inverse bone tissue growth and adaptation model to correct bone deformities in children,False,Convergence Open Mind Summary.xlsx,2,2,Erasmus MC; TU Delft,1,1,0,0
open-mind::openmind_049,openmind_049,openmind_049,open-mind,Open Mind Call,Sub-cellular probing of DNA repair proteins in single living cancer cells,Sub-cellular probing of DNA repair proteins in single living cancer cells,False,Convergence Open Mind Summary.xlsx,2,2,Erasmus MC; TU Delft,1,1,0,0
open-mind::openmind_047,openmind_047,openmind_047,open-mind,Open Mind Call,Very high energy electron therapy: a competitor for photon or proton therapy?,Very high energy electron therapy: a competitor for photon or proton therapy?,False,Convergence Open Mind Summary.xlsx,2,2,Erasmus MC; TU Delft,1,1,0,0
open-mind::openmind_079,openmind_079,openmind_079,open-mind,Open Mind Call,Towards treating spasticity following spinal cord injury using neurofeedback brain training,Towards treating spasticity following spinal cord injury using neurofeedback brain training,False,Convergence Open Mind Summary.xlsx,2,2,Erasmus MC; TU Delft,1,1,0,0
open-mind::openmind_080,openmind_080,openmind_080,open-mind,Open Mind Call,Deciphering the immune contexture of tumors through neural networks,Deciphering the immune contexture of tumors through neural networks,False,Convergence Open Mind Summary.xlsx,2,2,Erasmus MC; TU Delft,1,1,0,0
open-mind::openmind_081,openmind_081,openmind_081,open-mind,Open Mind Call,Towards Trustworthy Artificial Intelligence (AI): Enabling Quality Check for AI in Clinical MRI Analysis,Towards Trustworthy Artificial Intelligence (AI): Enabling Quality Check for AI in Clinical MRI Analysis,False,Convergence Open Mind Summary.xlsx,2,2,Erasmus MC; TU Delft,1,1,0,0
open-mind::openmind_043,openmind_043,openmind_043,open-mind,Open Mind Call,Tissue interface engineering using bitmap 3D printing techniques,Tissue interface engineering using bitmap 3D printing techniques,False,Convergence Open Mind Summary.xlsx,2,2,Erasmus MC; TU Delft,1,1,0,0
open-mind::openmind_083,openmind_083,openmind_083,open-mind,Open Mind Call,Nocturnal erection measurement by tissue oximetry,Nocturnal erection measurement by tissue oximetry,False,Convergence Open Mind Summary.xlsx,2,2,Erasmus MC; TU Delft,1,1,0,0
open-mind::openmind_084,openmind_084,openmind_084,open-mind,Open Mind Call,EasyRaise (Adjustable footrest for optimal micturition and defaecation),EasyRaise (Adjustable footrest for optimal micturition and defaecation),False,Convergence Open Mind Summary.xlsx,2,2,Erasmus MC; TU Delft,1,1,0,0
open-mind::openmind_035,openmind_035,openmind_035,open-mind,Open Mind Call,Optics and Physiology of the Eye,Optics and Physiology of the Eye,False,Convergence Open Mind Summary.xlsx; Open Mind Call education projects.xlsx,2,2,Erasmus MC; TU Delft,1,1,0,0
open-mind::openmind_093,openmind_093,openmind_093,open-mind,Open Mind Call,Economic impact of dental caries lesions among children in the Netherlands,Economic impact of dental caries lesions among children in the Netherlands,False,Convergence Open Mind Summary.xlsx,2,2,Erasmus MC; Erasmus University Rotterdam,1,0,1,0
open-mind::openmind_063,openmind_063,openmind_063,open-mind,Open Mind Call,Physics-based-learning for OCT retinal layers segmentation,Physics-based-learning for OCT retinal layers segmentation,False,Convergence Open Mind Summary.xlsx,2,1,Erasmus MC,2,0,0,0
open-mind::openmind_032,openmind_032,openmind_032,open-mind,Open Mind Call,Transcutaneous pudendal kilohertz frequency neuromodulation to improve bladder emptying in patients with urinary retention,Transcutaneous pudendal kilohertz frequency neuromodulation to improve bladder emptying in patients with urinary retention,False,Convergence Open Mind Summary.xlsx,2,2,Erasmus MC; TU Delft,1,1,0,0
open-mind::openmind_101,openmind_101,openmind_101,open-mind,Open Mind Call,Creating e-health Embodied Conversational Agents for Home-Based Rehabilitation after Stroke to Increase Therapy Adherence and User-System Relatedness,Creating e-health Embodied Conversational Agents for Home-Based Rehabilitation after Stroke to Increase Therapy Adherence and User-System Relatedness,False,Convergence Open Mind Summary.xlsx,2,2,Erasmus MC; TU Delft,1,1,0,0
open-mind::openmind_037,openmind_037,openmind_037,open-mind,Open Mind Call,Personalized immersive Virtual Reality trunk control training for children with motor disorders,Personalized immersive Virtual Reality trunk control training for children with motor disorders,False,Convergence Open Mind Summary.xlsx,2,2,Erasmus MC; TU Delft,1,1,0,0
open-mind::openmind_048,openmind_048,openmind_048,open-mind,Open Mind Call,PrEmo-Care (preventive emotional care) for parents of newborns with a craniofacial anomaly,PrEmo-Care (preventive emotional care) for parents of newborns with a craniofacial anomaly,False,Convergence Open Mind Summary.xlsx,1,1,Unknown,0,0,0,1
